action_type,combined_shot_type,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Layup Shot,Layup,10,4,0,2000-01,28,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-14,LAL vs. DEN,DEN
Slam Dunk Shot,Dunk,10,4,0,2000-01,11,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-14,LAL vs. DEN,DEN
Layup Shot,Layup,5,4,0,2000-01,37,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-14,LAL vs. DEN,DEN
Dunk Shot,Dunk,5,4,0,2000-01,32,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-14,LAL vs. DEN,DEN
Jump Shot,Jump Shot,11,1,0,2000-01,42,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,11,1,0,2000-01,7,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,8,1,0,2000-01,53,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,8,1,0,2000-01,16,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-16,LAL @ SAC,SAC
Driving Layup Shot,Layup,7,1,0,2000-01,43,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,2,1,0,2000-01,47,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,1,1,0,2000-01,36,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,1,1,0,2000-01,5,20,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,8,2,0,2000-01,13,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,6,2,0,2000-01,27,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,0,2,0,2000-01,52,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,0,2,0,2000-01,19,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,0,2,0,2000-01,0,47,0.0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,8,3,0,2000-01,52,13,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,2,3,0,2000-01,55,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,0,3,0,2000-01,1,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-16,LAL @ SAC,SAC
Alley Oop Dunk Shot,Dunk,11,4,0,2000-01,44,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,9,4,0,2000-01,18,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,5,4,0,2000-01,43,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,0,4,0,2000-01,2,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,2,5,0,2000-01,5,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,2,5,0,2000-01,7,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,0,5,0,2000-01,24,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-16,LAL @ SAC,SAC
Jump Shot,Jump Shot,10,1,0,2000-01,5,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,9,1,0,2000-01,7,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-18,LAL @ DEN,DEN
Driving Layup Shot,Layup,8,1,0,2000-01,15,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,6,1,0,2000-01,24,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Driving Layup Shot,Layup,6,1,0,2000-01,2,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,4,1,0,2000-01,22,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Alley Oop Dunk Shot,Dunk,4,1,0,2000-01,9,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,0,1,0,2000-01,18,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,11,2,0,2000-01,19,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,6,2,0,2000-01,51,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,6,2,0,2000-01,11,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,0,2,0,2000-01,21,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,11,3,0,2000-01,17,29,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,10,3,0,2000-01,5,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,8,3,0,2000-01,35,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,6,3,0,2000-01,24,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,5,3,0,2000-01,1,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,3,3,0,2000-01,21,23,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,0,3,0,2000-01,47,22,1.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2000-11-18,LAL @ DEN,DEN
Driving Layup Shot,Layup,11,4,0,2000-01,10,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-18,LAL @ DEN,DEN
Reverse Dunk Shot,Dunk,7,4,0,2000-01,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,5,4,0,2000-01,19,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,3,4,0,2000-01,38,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,1,4,0,2000-01,18,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,0,4,0,2000-01,46,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-18,LAL @ DEN,DEN
Jump Shot,Jump Shot,9,1,0,2000-01,3,24,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,6,1,0,2000-01,10,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-19,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,3,1,0,2000-01,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Layup Shot,Layup,0,1,0,2000-01,13,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,7,2,0,2000-01,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,6,2,0,2000-01,3,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,0,2,0,2000-01,44,23,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-19,LAL vs. CHI,CHI
Slam Dunk Shot,Dunk,11,3,0,2000-01,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Layup Shot,Layup,10,3,0,2000-01,19,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,9,3,0,2000-01,45,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,7,3,0,2000-01,22,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,6,3,0,2000-01,43,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-19,LAL vs. CHI,CHI
Running Jump Shot,Jump Shot,4,3,0,2000-01,55,11,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2000-11-19,LAL vs. CHI,CHI
Driving Layup Shot,Layup,1,3,0,2000-01,34,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Driving Dunk Shot,Dunk,0,3,0,2000-01,4,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,11,4,0,2000-01,13,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,10,4,0,2000-01,52,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-19,LAL vs. CHI,CHI
Driving Layup Shot,Layup,10,4,0,2000-01,12,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Layup Shot,Layup,10,4,0,2000-01,8,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-19,LAL vs. CHI,CHI
Running Jump Shot,Jump Shot,2,4,0,2000-01,20,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,1,4,0,2000-01,37,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,0,4,0,2000-01,31,21,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-11-19,LAL vs. CHI,CHI
Jump Shot,Jump Shot,10,1,0,2000-01,5,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,8,1,0,2000-01,0,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-11-22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,4,1,0,2000-01,58,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-11-22,LAL vs. GSW,GSW
Driving Layup Shot,Layup,2,1,0,2000-01,36,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Layup Shot,Layup,2,1,0,2000-01,20,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Slam Dunk Shot,Dunk,2,1,0,2000-01,8,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,1,1,0,2000-01,43,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-22,LAL vs. GSW,GSW
Alley Oop Dunk Shot,Dunk,10,2,0,2000-01,17,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,9,2,0,2000-01,16,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-22,LAL vs. GSW,GSW
Alley Oop Dunk Shot,Dunk,3,2,0,2000-01,34,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,2,2,0,2000-01,30,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-22,LAL vs. GSW,GSW
Driving Dunk Shot,Dunk,9,3,0,2000-01,52,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Driving Layup Shot,Layup,9,3,0,2000-01,12,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,6,3,0,2000-01,31,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-22,LAL vs. GSW,GSW
Dunk Shot,Dunk,6,3,0,2000-01,9,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Turnaround Jump Shot,Jump Shot,5,3,0,2000-01,20,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-22,LAL vs. GSW,GSW
Layup Shot,Layup,2,3,0,2000-01,6,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Driving Layup Shot,Layup,2,3,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Layup Shot,Layup,1,3,0,2000-01,26,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-22,LAL vs. GSW,GSW
Jump Shot,Jump Shot,10,1,0,2000-01,33,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,7,1,0,2000-01,33,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,6,1,0,2000-01,22,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-24,LAL vs. MIN,MIN
Reverse Layup Shot,Layup,5,1,0,2000-01,52,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,3,1,0,2000-01,56,11,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,3,1,0,2000-01,25,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,1,1,0,2000-01,4,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,10,3,0,2000-01,53,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-24,LAL vs. MIN,MIN
Dunk Shot,Dunk,9,3,0,2000-01,45,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,9,3,0,2000-01,18,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,6,3,0,2000-01,24,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-24,LAL vs. MIN,MIN
Layup Shot,Layup,5,3,0,2000-01,58,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-24,LAL vs. MIN,MIN
Turnaround Jump Shot,Jump Shot,3,3,0,2000-01,12,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,2,3,0,2000-01,42,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,0,3,0,2000-01,21,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,11,4,0,2000-01,38,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,9,4,0,2000-01,50,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-11-24,LAL vs. MIN,MIN
Turnaround Jump Shot,Jump Shot,9,4,0,2000-01,36,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-24,LAL vs. MIN,MIN
Jump Shot,Jump Shot,7,4,0,2000-01,30,22,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,5,4,0,2000-01,24,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-24,LAL vs. MIN,MIN
Running Jump Shot,Jump Shot,10,1,0,2000-01,25,11,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-27,LAL @ LAC,LAC
Driving Layup Shot,Layup,7,1,0,2000-01,14,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,6,1,0,2000-01,17,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,5,1,0,2000-01,44,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-11-27,LAL @ LAC,LAC
Alley Oop Dunk Shot,Dunk,5,1,0,2000-01,17,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,7,2,0,2000-01,18,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-27,LAL @ LAC,LAC
Running Jump Shot,Jump Shot,6,2,0,2000-01,35,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,2,2,0,2000-01,38,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-27,LAL @ LAC,LAC
Driving Layup Shot,Layup,2,2,0,2000-01,8,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-27,LAL @ LAC,LAC
Layup Shot,Layup,1,2,0,2000-01,39,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,0,2,0,2000-01,36,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,11,3,0,2000-01,24,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,7,3,0,2000-01,20,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-27,LAL @ LAC,LAC
Turnaround Jump Shot,Jump Shot,4,3,0,2000-01,53,9,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,3,3,0,2000-01,42,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-27,LAL @ LAC,LAC
Alley Oop Layup shot,Layup,2,3,0,2000-01,15,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-27,LAL @ LAC,LAC
Driving Layup Shot,Layup,0,3,0,2000-01,54,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,11,4,0,2000-01,7,20,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,10,4,0,2000-01,39,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-27,LAL @ LAC,LAC
Jump Shot,Jump Shot,9,1,0,2000-01,42,24,1.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,5,1,0,2000-01,0,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,3,1,0,2000-01,30,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,11,2,0,2000-01,8,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,8,2,0,2000-01,40,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-28,LAL vs. IND,IND
Running Jump Shot,Jump Shot,8,2,0,2000-01,11,12,,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2000-11-28,LAL vs. IND,IND
Turnaround Jump Shot,Jump Shot,6,2,0,2000-01,11,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-28,LAL vs. IND,IND
Running Jump Shot,Jump Shot,5,2,0,2000-01,47,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,3,2,0,2000-01,47,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-11-28,LAL vs. IND,IND
Driving Layup Shot,Layup,2,2,0,2000-01,54,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-28,LAL vs. IND,IND
Slam Dunk Shot,Dunk,8,3,0,2000-01,22,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,7,3,0,2000-01,22,28,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,6,3,0,2000-01,52,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,6,3,0,2000-01,48,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,4,3,0,2000-01,58,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-11-28,LAL vs. IND,IND
Driving Layup Shot,Layup,4,3,0,2000-01,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,3,3,0,2000-01,18,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,2,3,0,2000-01,57,9,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-28,LAL vs. IND,IND
Running Jump Shot,Jump Shot,2,3,0,2000-01,19,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-11-28,LAL vs. IND,IND
Running Dunk Shot,Dunk,1,3,0,2000-01,15,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,0,3,0,2000-01,0,42,0.0,3PT Field Goal,Back Court(BC),Above the Break 3,Back Court Shot,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,10,4,0,2000-01,32,15,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,10,4,0,2000-01,6,27,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,9,4,0,2000-01,23,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-11-28,LAL vs. IND,IND
Jump Shot,Jump Shot,10,1,0,2000-01,59,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-30,LAL @ SEA,SEA
Jump Shot,Jump Shot,8,1,0,2000-01,37,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-30,LAL @ SEA,SEA
Jump Shot,Jump Shot,7,1,0,2000-01,10,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-11-30,LAL @ SEA,SEA
Running Jump Shot,Jump Shot,0,1,0,2000-01,48,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-11-30,LAL @ SEA,SEA
Jump Shot,Jump Shot,0,1,0,2000-01,24,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-11-30,LAL @ SEA,SEA
